|p_url|target|comment_author|comment
0|https://www.instagram.com/p/ClYoTPtjIcO/|eps_famisanar|palomasofia0212|['Exijo respuesta sobre la tutela que les radique...es falso que uds a nosotras las mujeres nos respeten, no nos respetan ni nuestros derechos a la salud.']
1|https://www.instagram.com/p/ClYoTPtjIcO/|eps_famisanar|palomasofia0212|['Radique una tutela por la negación de los servicios en salud desde el día martes y hoy uds debían darme la respuesta']
2|https://www.instagram.com/p/ClYoTPtjIcO/|eps_famisanar|palomasofia0212|['Se quedaron validando porque aquí estoy esperando la respuesta a mi tutela']
3|https://www.instagram.com/p/ClYoTPtjIcO/|eps_famisanar|palomasofia0212|['Son las 6 de la tarde y no me dieron respuesta a mi solicitud, ellos no trabajan ni sábados ni domingos, necesito saber que paso con la Tutela que les radique y lo único que me respondieron es que a mi Dm me enviaban respuesta, y no es cierto, nose porque engañan a los usuarios de esta forma.']
4|https://www.instagram.com/p/ClYoTPtjIcO/|eps_famisanar|juliemoo2707|['Por qué ponen eso,si ustedes Ami me han maltratado física , verbalmente y sicólogicamente por exijir mis derechos,']
5|https://www.instagram.com/p/ClYoTPtjIcO/|eps_famisanar|juliemoo2707|['Ahorita borrón el comentario y me bloquean como en facebook,para esconder la verdad']
6|https://www.instagram.com/p/ClWNvmls3c8/|eps_famisanar|myquir123|['😂Esto se volvió normal para Famisanar, jugar y exponer la vida de sus usuarios estoy afiliada a esta EPS. Y me han puesto en riesgo mi vida más de una ves. Hace 2 años me dieron una autorización para un control de marca pasos y no lo hicieron.este año 2.022 seme complico mi parte cardíaca y en junio 17.2.022 tuvieron q cambiarme el marcapasos x que se le había agotado la bateria.Me sentí muy mal con mucha dificultad para respirar,agotamiento físico, muy pálida se me dificultaba hasta el más mínimo esfuerzo.Y....Famisanar cómo si nada hubiera pasado tranquilos me dijeron q la pila del marcapasos se había agotado.Señores de Famisanar están arriesgando demasiado la vida de sus usuarios. Y con tristeza veo q les da lo mismo.']
7|https://www.instagram.com/p/ClWNvmls3c8/|eps_famisanar|diego_mauricio_villamil|['es angustiante que llevo tres horas en el whatsapp de ustedes y solamente dice Todos nuestros asesores se encuentran ocupados, ¿deseas seguir esperando?\ny esto lo hice porque en la supuesta lineal amable me indicaron que por este canal me solucionaban.\nno hay respeto por el usuario, no hay forma posible que un ser humano atienda el caso y le des solución mas cuando el desplazamiento de un paciente a sus puntos de atención le es muy complicado.\npor favor ayuda, recurro a este medio ya que agote los demás canales sin obtener resultados positivos\nestoy buscando una autorización para una tomografia computalizada de torax']
8|https://www.instagram.com/p/ClUNm7ytbdB/|eps_famisanar|diego_mauricio_villamil|['es angustiante que llevo tres horas en el whatsapp de ustedes y solamente dice Todos nuestros asesores se encuentran ocupados, ¿deseas seguir esperando?\ny esto lo hice porque en la supuesta lineal amable me indicaron que por este canal me solucionaban.\nno hay respeto por el usuario, no hay forma posible que un ser humano atienda el caso y le des solución mas cuando el desplazamiento de un paciente a sus puntos de atención le es muy complicado.\npor favor ayuda, recurro a este medio ya que agote los demás canales sin obtener resultados positivos\nestoy buscando una autorización para una tomografia computalizada de torax']
9|https://www.instagram.com/p/ClSLtWAo6Ya/|eps_famisanar|ale_ramirezzz_2|['La peor eps del mundo']
